sku_name,brand,category,merchant,price_usd,discount,sold,gmv_usd,rating,reviews,month,country,marketplace,sku_name_clean,brand_clean,competitor_p25,competitor_median,competitor_p75,competitor_count
Oishi Crackers Pro,Oishi,Groceries,oishi-seller-006,33.03,16.06,241,7959.03,4.92,603,2026-03-01,Philippines,Shopee,oishi crackers pro,oishi,18.82,23.37,28.439999999999998,15
LocknLock Lunch Box Mini,LocknLock,Home & Living,locknlock-seller-051,32.42,5.33,120,3890.1,4.31,268,2026-03-01,Thailand,Shopee,locknlock lunch box mini,locknlock,53.71,121.445,153.235,22
LocknLock Food Container Plus,LocknLock,Home & Living,locknlock-seller-020,50.33,12.37,105,5284.46,4.07,363,2026-03-01,Indonesia,Shopee,locknlock food container plus,locknlock,42.685,67.92500000000001,124.1525,16
Maybelline Lip Tint Standard,Maybelline,Beauty,maybelline-seller-040,42.93,8.79,130,5580.51,4.74,157,2026-03-01,Indonesia,Lazada,maybelline lip tint standard,maybelline,25.83,29.494999999999997,36.5725,6
Kikkoman Soy Sauce Pro,Kikkoman,Groceries,kikkoman-seller-043,31.92,13.55,206,6576.29,4.93,43,2026-03-01,Philippines,Shopee,kikkoman soy sauce pro,kikkoman,18.82,23.37,28.439999999999998,15
Oishi Crackers Standard,Oishi,Groceries,oishi-seller-011,12.91,13.02,304,3924.23,4.68,78,2026-03-01,Vietnam,Shopee,oishi crackers standard,oishi,11.4125,13.67,17.03,14
Samsung Tablet Plus,Samsung,Electronics,samsung-seller-019,184.22,11.47,28,5158.16,4.36,1418,2026-03-01,Vietnam,Lazada,samsung tablet plus,samsung,76.67,184.22,303.29,13
Maybelline Foundation Max,Maybelline,Beauty,maybelline-seller-056,13.0,19.9,324,4212.75,4.94,715,2026-03-01,Vietnam,Shopee,maybelline foundation max,maybelline,10.5625,24.810000000000002,43.7425,14
Nestle Chocolate Drink Mini,Nestle,Groceries,nestle-seller-043,9.05,11.21,430,3891.57,5.0,41,2026-03-01,Singapore,Shopee,nestle chocolate drink mini,nestle,15.190000000000001,24.075000000000003,31.917500000000004,14
Baseus USB-C Cable Max,Baseus,Accessories,baseus-seller-010,88.07,10.35,77,6781.49,4.3,66,2026-03-01,Thailand,Lazada,baseus usb c cable max,baseus,29.6825,44.790000000000006,64.955,16
Logitech Wireless Mouse,Logitech,Accessories,logitech-seller-020,43.42,15.65,160,6947.59,4.75,253,2026-03-01,Malaysia,Shopee,logitech wireless mouse,logitech,41.05,61.52,72.8,11
Xiaomi Bluetooth Speaker Max,Xiaomi,Electronics,xiaomi-seller-020,85.7,15.93,38,3256.53,4.19,139,2026-03-01,Indonesia,Lazada,xiaomi bluetooth speaker max,xiaomi,84.8,203.79500000000002,286.1875,16
Maybelline Lip Tint Plus,Maybelline,Beauty,maybelline-seller-029,26.12,0.55,154,4022.63,4.59,65,2026-03-01,Philippines,Lazada,maybelline lip tint plus,maybelline,24.76,31.09,40.11,13
Samsung Monitor Mini,Samsung,Electronics,samsung-seller-017,153.47,11.8,39,5985.19,4.49,64,2026-03-01,Vietnam,Shopee,samsung monitor mini,samsung,156.315,189.31,322.935,14
Kikkoman Soy Sauce,Kikkoman,Groceries,kikkoman-seller-044,12.38,15.4,365,4518.38,4.21,140,2026-03-01,Vietnam,Shopee,kikkoman soy sauce,kikkoman,11.4125,13.67,17.03,14
Nestle Chocolate Drink Max,Nestle,Groceries,nestle-seller-029,24.06,26.25,296,7121.91,4.24,155,2026-03-01,Malaysia,Shopee,nestle chocolate drink max,nestle,11.1625,18.03,24.435,14
LocknLock Lunch Box,LocknLock,Home & Living,locknlock-seller-032,18.96,9.75,178,3374.96,5.0,320,2026-03-01,Malaysia,Shopee,locknlock lunch box,locknlock,51.182500000000005,71.32,104.78,16
Innisfree Moisturizer Pro,Innisfree,Beauty,innisfree-seller-043,12.82,5.61,267,3423.24,5.0,228,2026-03-01,Vietnam,Lazada,innisfree moisturizer pro,innisfree,15.89,25.869999999999997,43.81,14
Innisfree Cleanser Plus,Innisfree,Beauty,innisfree-seller-019,48.82,7.72,149,7274.16,5.0,188,2026-03-01,Vietnam,Shopee,innisfree cleanser plus,innisfree,10.5625,24.810000000000002,43.7425,14
IKEA Storage Box Standard,IKEA,Home & Living,ikea-seller-021,86.3,13.64,70,6041.28,4.19,78,2026-03-01,Philippines,Lazada,ikea storage box standard,ikea,50.21,106.07,137.275,19
Anker Power Bank,Anker,Accessories,anker-seller-001,50.7,15.49,104,5272.41,4.56,171,2026-03-01,Malaysia,Lazada,anker power bank,anker,38.855,52.955,59.265,10
Xiaomi Smart Band Mini,Xiaomi,Electronics,xiaomi-seller-024,61.37,11.11,53,3252.65,4.88,423,2026-03-01,Philippines,Lazada,xiaomi smart band mini,xiaomi,85.88,133.575,319.66,12
Xiaomi Smart Band Pro,Xiaomi,Electronics,xiaomi-seller-036,178.56,20.38,32,5713.97,5.0,85,2026-03-01,Indonesia,Lazada,xiaomi smart band pro,xiaomi,84.8,203.79500000000002,286.1875,16
Samsung Monitor Standard,Samsung,Electronics,samsung-seller-002,372.17,7.42,15,5582.59,4.83,184,2026-03-01,Thailand,Lazada,samsung monitor standard,samsung,115.575,304.92,384.46500000000003,14
Nestle Chocolate Drink Standard,Nestle,Groceries,nestle-seller-036,21.94,15.17,273,5990.65,4.72,202,2026-03-01,Philippines,Shopee,nestle chocolate drink standard,nestle,18.82,23.37,28.439999999999998,15
Oishi Snack Mix Standard,Oishi,Groceries,oishi-seller-042,42.99,9.67,212,9113.5,3.97,139,2026-03-01,Singapore,Shopee,oishi snack mix standard,oishi,15.190000000000001,24.075000000000003,31.917500000000004,14
Maybelline Lip Tint Pro,Maybelline,Beauty,maybelline-seller-027,34.49,0.0,176,6071.07,4.42,38,2026-03-01,Thailand,Lazada,maybelline lip tint pro,maybelline,11.49,25.34,39.59,17
Nestle Chocolate Drink 2026,Nestle,Groceries,nestle-seller-025,31.81,6.34,158,5026.77,4.01,107,2026-03-01,Singapore,Lazada,nestle chocolate drink 2026,nestle,10.0975,15.16,31.4725,16
Anker Charging Cable Pro,Anker,Accessories,anker-seller-060,50.08,8.05,134,6710.48,4.01,88,2026-03-01,Thailand,Shopee,anker charging cable pro,anker,28.575,50.675,67.18249999999999,18
Anker Power Bank Pro,Anker,Accessories,anker-seller-054,18.86,21.78,217,4093.17,4.98,133,2026-03-01,Indonesia,Lazada,anker power bank pro,anker,18.86,37.72,61.21,17
Nestle Chocolate Drink Plus,Nestle,Groceries,nestle-seller-023,28.82,10.43,201,5793.48,4.52,141,2026-03-01,Indonesia,Lazada,nestle chocolate drink plus,nestle,8.64,20.55,25.604999999999997,15
JBL Bluetooth Speaker Max,JBL,Electronics,jbl-seller-016,42.52,3.72,62,2636.54,4.48,254,2026-03-01,Malaysia,Lazada,jbl bluetooth speaker max,jbl,208.42499999999998,364.54999999999995,394.8175,16
Nestle Coffee Pro,Nestle,Groceries,nestle-seller-048,7.12,14.77,415,2956.04,4.9,4,2026-03-01,Indonesia,Lazada,nestle coffee pro,nestle,8.64,20.55,25.604999999999997,15
Samsung Tablet 2026,Samsung,Electronics,samsung-seller-032,96.25,17.15,43,4138.68,4.65,67,2026-03-01,Singapore,Lazada,samsung tablet 2026,samsung,305.515,426.94,473.90999999999997,11
Philips Air Fryer,Philips,Home & Living,philips-seller-007,37.44,15.97,122,4568.22,4.6,229,2026-03-01,Vietnam,Shopee,philips air fryer,philips,18.14,54.84,89.36,13
LocknLock Water Bottle Max,LocknLock,Home & Living,locknlock-seller-010,166.21,12.54,56,9307.91,4.62,254,2026-03-01,Singapore,Shopee,locknlock water bottle max,locknlock,22.52,35.66,142.02,5
Anker Charging Cable Pro,Anker,Accessories,anker-seller-040,76.75,2.83,111,8519.68,4.66,60,2026-03-01,Singapore,Shopee,anker charging cable pro,anker,15.66,31.33,53.475,23
Anker Power Bank,Anker,Accessories,anker-seller-035,50.68,14.84,119,6030.45,3.96,48,2026-03-01,Philippines,Lazada,anker power bank,anker,17.98,34.06,44.21,13
Samsung SSD Mini,Samsung,Electronics,samsung-seller-005,419.14,23.01,21,8801.88,4.5,172,2026-03-01,Singapore,Lazada,samsung ssd mini,samsung,305.515,426.94,473.90999999999997,11
Kikkoman Soy Sauce Plus,Kikkoman,Groceries,kikkoman-seller-007,11.93,0.0,281,3353.73,4.24,956,2026-03-01,Thailand,Lazada,kikkoman soy sauce plus,kikkoman,13.785,25.494999999999997,27.95,14
Xiaomi Router Pro,Xiaomi,Electronics,xiaomi-seller-058,211.5,20.08,33,6979.64,4.31,2214,2026-03-01,Philippines,Shopee,xiaomi router pro,xiaomi,192.81,243.89,274.265,10
L'Oreal Hair Serum Pro,L'Oreal,Beauty,l'oreal-seller-024,29.39,11.84,202,5935.91,4.15,23,2026-03-01,Vietnam,Shopee,l oreal hair serum pro,l oreal,10.5625,24.810000000000002,43.7425,14
Kikkoman Teriyaki Sauce Mini,Kikkoman,Groceries,kikkoman-seller-044,26.94,16.51,303,8163.85,4.76,413,2026-03-01,Singapore,Shopee,kikkoman teriyaki sauce mini,kikkoman,15.190000000000001,24.075000000000003,31.917500000000004,14
Oishi Crackers,Oishi,Groceries,oishi-seller-025,8.62,15.14,430,3707.9,4.48,288,2026-03-01,Thailand,Shopee,oishi crackers,oishi,19.54,24.34,27.15,13
Samsung SSD 2026,Samsung,Electronics,samsung-seller-030,118.97,3.17,38,4520.99,4.61,788,2026-03-01,Indonesia,Shopee,samsung ssd 2026,samsung,136.705,196.675,285.3575,14
JBL Headphones Standard,JBL,Electronics,jbl-seller-058,316.98,0.0,22,6973.63,4.5,122,2026-03-01,Philippines,Lazada,jbl headphones standard,jbl,85.88,133.575,319.66,12
IKEA Desk Lamp Plus,IKEA,Home & Living,ikea-seller-023,102.95,14.56,77,7927.19,3.99,251,2026-03-01,Singapore,Lazada,ikea desk lamp plus,ikea,42.815,88.67,118.07499999999999,11
Samsung Monitor Plus,Samsung,Electronics,samsung-seller-055,336.87,12.51,22,7411.25,4.72,175,2026-03-01,Indonesia,Lazada,samsung monitor plus,samsung,84.8,203.79500000000002,286.1875,16
JBL Bluetooth Speaker 2026,JBL,Electronics,jbl-seller-025,390.27,6.7,20,7805.34,4.06,1211,2026-03-01,Malaysia,Shopee,jbl bluetooth speaker 2026,jbl,221.0,306.03999999999996,403.6875,8
LocknLock Lunch Box Pro,LocknLock,Home & Living,locknlock-seller-002,129.64,7.52,36,4667.02,5.0,54,2026-03-01,Indonesia,Lazada,locknlock lunch box pro,locknlock,89.89,106.76,129.64,17
L'Oreal Face Wash,L'Oreal,Beauty,l'oreal-seller-044,24.84,14.48,178,4420.68,4.77,243,2026-03-01,Philippines,Lazada,l oreal face wash,l oreal,24.76,31.09,40.11,13
Philips Air Fryer,Philips,Home & Living,philips-seller-058,12.91,24.99,224,2892.77,4.01,204,2026-03-01,Philippines,Shopee,philips air fryer,philips,27.830000000000002,49.81,111.39,11
LocknLock Water Bottle Max,LocknLock,Home & Living,locknlock-seller-013,80.66,25.11,74,5968.67,5.0,76,2026-03-01,Malaysia,Shopee,locknlock water bottle max,locknlock,51.182500000000005,71.32,104.78,16
Kikkoman Soy Sauce Max,Kikkoman,Groceries,kikkoman-seller-042,21.84,16.51,237,5175.86,4.16,63,2026-03-01,Indonesia,Lazada,kikkoman soy sauce max,kikkoman,8.64,20.55,25.604999999999997,15
Xiaomi Router Pro,Xiaomi,Electronics,xiaomi-seller-047,250.24,0.0,22,5505.22,4.67,403,2026-03-01,Vietnam,Lazada,xiaomi router pro,xiaomi,76.67,184.22,303.29,13
Innisfree Cleanser Plus,Innisfree,Beauty,innisfree-seller-012,23.07,27.57,234,5398.41,4.46,1178,2026-03-01,Thailand,Shopee,innisfree cleanser plus,innisfree,18.35,24.02,46.9,17
LocknLock Lunch Box Mini,LocknLock,Home & Living,locknlock-seller-059,166.74,4.63,37,6169.2,4.61,27,2026-03-01,Thailand,Shopee,locknlock lunch box mini,locknlock,53.71,121.445,153.235,22
Innisfree Moisturizer Max,Innisfree,Beauty,innisfree-seller-056,48.7,2.28,165,8035.64,4.36,27,2026-03-01,Malaysia,Shopee,innisfree moisturizer max,innisfree,21.82,37.81,41.54,13
Xiaomi Smart Band,Xiaomi,Electronics,xiaomi-seller-015,474.75,15.15,15,7121.23,4.62,102,2026-03-01,Malaysia,Shopee,xiaomi smart band,xiaomi,221.0,306.03999999999996,403.6875,8
LocknLock Water Bottle,LocknLock,Home & Living,locknlock-seller-026,117.62,4.88,62,7292.39,4.3,111,2026-03-01,Philippines,Lazada,locknlock water bottle,locknlock,50.21,106.07,137.275,19
IKEA Storage Box Pro,IKEA,Home & Living,ikea-seller-044,49.84,0.0,90,4485.63,4.69,2956,2026-03-01,Vietnam,Lazada,ikea storage box pro,ikea,29.75,66.65,74.975,15
LocknLock Lunch Box Pro,LocknLock,Home & Living,locknlock-seller-007,155.53,15.71,52,8087.72,4.4,601,2026-03-01,Philippines,Lazada,locknlock lunch box pro,locknlock,50.21,106.07,137.275,19
Xiaomi Router Mini,Xiaomi,Electronics,xiaomi-seller-021,153.86,5.95,40,6154.59,4.74,50,2026-03-01,Philippines,Shopee,xiaomi router mini,xiaomi,192.81,243.89,274.265,10
Baseus Laptop Stand Max,Baseus,Accessories,baseus-seller-020,18.48,9.6,224,4140.02,4.32,280,2026-03-01,Indonesia,Shopee,baseus laptop stand max,baseus,18.55,35.46,58.81,13
Logitech Wireless Mouse Standard,Logitech,Accessories,logitech-seller-020,16.19,10.5,191,3092.47,4.57,280,2026-03-01,Philippines,Lazada,logitech wireless mouse standard,logitech,17.98,34.06,44.21,13
Logitech Webcam 2026,Logitech,Accessories,logitech-seller-025,48.47,5.65,134,6495.05,4.74,31,2026-03-01,Singapore,Shopee,logitech webcam 2026,logitech,15.66,31.33,53.475,23
LocknLock Lunch Box Max,LocknLock,Home & Living,locknlock-seller-047,20.95,23.93,132,2765.29,4.6,99,2026-03-01,Singapore,Lazada,locknlock lunch box max,locknlock,42.815,88.67,118.07499999999999,11
Anker Power Bank Plus,Anker,Accessories,anker-seller-018,30.3,6.98,143,4333.54,4.56,61,2026-03-01,Thailand,Lazada,anker power bank plus,anker,29.6825,44.790000000000006,64.955,16
Nestle Cereal 2026,Nestle,Groceries,nestle-seller-055,18.41,19.47,266,4898.22,4.07,113,2026-03-01,Vietnam,Lazada,nestle cereal 2026,nestle,13.125,23.72,29.645,11
Maybelline Lip Tint Pro,Maybelline,Beauty,maybelline-seller-004,51.06,18.1,161,8220.04,4.54,120,2026-03-01,Malaysia,Shopee,maybelline lip tint pro,maybelline,21.82,37.81,41.54,13
Oishi Snack Mix Standard,Oishi,Groceries,oishi-seller-043,12.45,15.13,366,4556.59,4.03,184,2026-03-01,Singapore,Lazada,oishi snack mix standard,oishi,10.0975,15.16,31.4725,16
Anker USB-C Hub 2026,Anker,Accessories,anker-seller-051,12.55,28.48,309,3879.17,4.13,141,2026-03-01,Thailand,Shopee,anker usb c hub 2026,anker,28.575,50.675,67.18249999999999,18
Baseus USB-C Cable Mini,Baseus,Accessories,baseus-seller-014,35.46,0.0,156,5532.17,5.0,115,2026-03-01,Indonesia,Shopee,baseus usb c cable mini,baseus,18.55,35.46,58.81,13
Kikkoman Soy Sauce Pro,Kikkoman,Groceries,kikkoman-seller-055,22.61,8.75,229,5177.91,4.52,448,2026-03-01,Thailand,Lazada,kikkoman soy sauce pro,kikkoman,13.785,25.494999999999997,27.95,14
LocknLock Water Bottle Standard,LocknLock,Home & Living,locknlock-seller-043,166.26,24.49,48,7980.66,4.56,60,2026-03-01,Thailand,Shopee,locknlock water bottle standard,locknlock,53.71,121.445,153.235,22
Anker USB-C Hub Mini,Anker,Accessories,anker-seller-021,43.11,12.72,125,5388.43,4.63,85,2026-03-01,Vietnam,Shopee,anker usb c hub mini,anker,50.647499999999994,62.41,67.6175,8
L'Oreal Shampoo Max,L'Oreal,Beauty,l'oreal-seller-027,4.15,4.23,505,2093.62,4.97,67,2026-03-01,Vietnam,Shopee,l oreal shampoo max,l oreal,10.5625,24.810000000000002,43.7425,14
Anker Charging Cable,Anker,Accessories,anker-seller-024,18.54,6.34,229,4246.38,4.28,426,2026-03-01,Indonesia,Shopee,anker charging cable,anker,18.55,35.46,58.81,13
Samsung SSD Mini,Samsung,Electronics,samsung-seller-003,175.25,9.99,39,6834.69,5.0,289,2026-03-01,Indonesia,Shopee,samsung ssd mini,samsung,136.705,196.675,285.3575,14
Samsung SSD Standard,Samsung,Electronics,samsung-seller-031,48.6,26.39,74,3596.39,4.81,302,2026-03-01,Philippines,Lazada,samsung ssd standard,samsung,85.88,133.575,319.66,12
Anker Power Bank Plus,Anker,Accessories,anker-seller-005,35.11,0.0,143,5020.51,5.0,39,2026-03-01,Singapore,Lazada,anker power bank plus,anker,29.88,41.3,62.44,13
IKEA Desk Lamp 2026,IKEA,Home & Living,ikea-seller-018,26.92,10.68,126,3391.62,4.08,443,2026-03-01,Vietnam,Lazada,ikea desk lamp 2026,ikea,29.75,66.65,74.975,15
Samsung Tablet Pro,Samsung,Electronics,samsung-seller-030,364.47,14.26,25,9111.81,4.46,1021,2026-03-01,Indonesia,Lazada,samsung tablet pro,samsung,84.8,203.79500000000002,286.1875,16
Baseus USB-C Cable,Baseus,Accessories,baseus-seller-042,56.06,16.02,129,7231.85,4.66,153,2026-03-01,Indonesia,Lazada,baseus usb c cable,baseus,18.86,37.72,61.21,17
JBL Bluetooth Speaker Plus,JBL,Electronics,jbl-seller-022,99.12,6.79,48,4757.56,4.36,299,2026-03-01,Philippines,Shopee,jbl bluetooth speaker plus,jbl,192.81,243.89,274.265,10
Samsung SSD Pro,Samsung,Electronics,samsung-seller-028,497.44,20.6,19,9451.3,3.89,163,2026-03-01,Singapore,Lazada,samsung ssd pro,samsung,305.515,426.94,473.90999999999997,11
L'Oreal Face Wash Plus,L'Oreal,Beauty,l'oreal-seller-005,55.43,17.39,110,6097.27,4.5,34,2026-03-01,Malaysia,Lazada,l oreal face wash plus,l oreal,19.45,29.78,41.735,15
Anker USB-C Hub Max,Anker,Accessories,anker-seller-048,66.58,0.8,93,6191.87,4.8,842,2026-03-01,Vietnam,Shopee,anker usb c hub max,anker,50.647499999999994,62.41,67.6175,8
IKEA Kitchen Organizer Mini,IKEA,Home & Living,ikea-seller-036,129.55,12.12,79,10234.76,4.28,323,2026-03-01,Malaysia,Shopee,ikea kitchen organizer mini,ikea,51.182500000000005,71.32,104.78,16
JBL Headphones,JBL,Electronics,jbl-seller-028,162.84,5.44,38,6187.87,4.26,12,2026-03-01,Malaysia,Shopee,jbl headphones,jbl,221.0,306.03999999999996,403.6875,8
Maybelline Foundation Pro,Maybelline,Beauty,maybelline-seller-007,22.39,22.1,267,5977.57,4.36,3196,2026-03-01,Philippines,Shopee,maybelline foundation pro,maybelline,20.5925,29.16,41.37,14
Kikkoman Teriyaki Sauce 2026,Kikkoman,Groceries,kikkoman-seller-055,23.55,27.09,326,7678.06,5.0,467,2026-03-01,Indonesia,Shopee,kikkoman teriyaki sauce 2026,kikkoman,18.9375,21.56,25.0425,12
LocknLock Water Bottle,LocknLock,Home & Living,locknlock-seller-018,124.95,11.97,56,6997.47,4.49,86,2026-03-01,Vietnam,Lazada,locknlock water bottle,locknlock,29.75,66.65,74.975,15
Samsung Tablet Mini,Samsung,Electronics,samsung-seller-044,276.95,18.41,29,8031.62,4.4,51,2026-03-01,Indonesia,Shopee,samsung tablet mini,samsung,136.705,196.675,285.3575,14
Philips Desk Fan Pro,Philips,Home & Living,philips-seller-002,47.35,17.05,113,5350.27,4.19,1373,2026-03-01,Philippines,Shopee,philips desk fan pro,philips,27.830000000000002,49.81,111.39,11
Innisfree Moisturizer Standard,Innisfree,Beauty,innisfree-seller-012,11.44,9.57,274,3134.53,4.97,14,2026-03-01,Thailand,Lazada,innisfree moisturizer standard,innisfree,11.49,25.34,39.59,17
Logitech Webcam Max,Logitech,Accessories,logitech-seller-002,34.5,0.0,113,3898.99,4.66,124,2026-03-01,Thailand,Lazada,logitech webcam max,logitech,29.6825,44.790000000000006,64.955,16
JBL Earbuds Pro,JBL,Electronics,jbl-seller-011,384.4,15.21,24,9225.58,4.48,787,2026-03-01,Vietnam,Shopee,jbl earbuds pro,jbl,156.315,189.31,322.935,14
Maybelline Lip Tint Standard,Maybelline,Beauty,maybelline-seller-057,8.34,26.18,378,3150.87,5.0,85,2026-03-01,Malaysia,Lazada,maybelline lip tint standard,maybelline,19.45,29.78,41.735,15
Kikkoman Soy Sauce Max,Kikkoman,Groceries,kikkoman-seller-006,22.85,7.41,235,5369.45,4.67,171,2026-03-01,Vietnam,Shopee,kikkoman soy sauce max,kikkoman,11.4125,13.67,17.03,14
JBL Headphones Plus,JBL,Electronics,jbl-seller-027,139.15,5.38,28,3896.26,4.47,230,2026-03-01,Malaysia,Lazada,jbl headphones plus,jbl,208.42499999999998,364.54999999999995,394.8175,16
IKEA Storage Box Plus,IKEA,Home & Living,ikea-seller-008,75.41,11.89,78,5881.97,4.59,38,2026-03-01,Malaysia,Shopee,ikea storage box plus,ikea,51.182500000000005,71.32,104.78,16
Philips Air Fryer Standard,Philips,Home & Living,philips-seller-015,149.92,16.13,42,6296.61,4.0,78,2026-03-01,Malaysia,Lazada,philips air fryer standard,philips,72.85,104.89,151.0625,12
Logitech Mechanical Keyboard 2026,Logitech,Accessories,logitech-seller-050,22.84,31.32,234,5344.61,4.58,225,2026-03-01,Singapore,Shopee,logitech mechanical keyboard 2026,logitech,15.66,31.33,53.475,23
Innisfree Clay Mask Standard,Innisfree,Beauty,innisfree-seller-032,11.49,5.52,261,2998.07,4.62,588,2026-03-01,Thailand,Lazada,innisfree clay mask standard,innisfree,11.49,25.34,39.59,17
Oishi Snack Mix Mini,Oishi,Groceries,oishi-seller-046,29.97,13.22,176,5274.96,4.68,1304,2026-03-01,Philippines,Lazada,oishi snack mix mini,oishi,7.0,7.98,23.59,13
Anker Power Bank Standard,Anker,Accessories,anker-seller-028,45.09,19.23,130,5861.67,3.72,44,2026-03-01,Thailand,Lazada,anker power bank standard,anker,29.6825,44.790000000000006,64.955,16
Anker Power Bank Plus,Anker,Accessories,anker-seller-037,11.86,12.46,251,2977.56,4.32,138,2026-03-01,Vietnam,Lazada,anker power bank plus,anker,15.53,22.61,37.51,7
L'Oreal Hair Serum Standard,L'Oreal,Beauty,l'oreal-seller-021,20.34,4.37,180,3661.62,4.59,1042,2026-03-01,Singapore,Lazada,l oreal hair serum standard,l oreal,22.822499999999998,33.730000000000004,39.1825,12
L'Oreal Hair Serum,L'Oreal,Beauty,l'oreal-seller-007,49.37,16.09,144,7109.08,4.66,142,2026-03-01,Thailand,Lazada,l oreal hair serum,l oreal,11.49,25.34,39.59,17
LocknLock Lunch Box Standard,LocknLock,Home & Living,locknlock-seller-026,19.99,11.38,118,2358.96,4.49,6848,2026-03-01,Thailand,Lazada,locknlock lunch box standard,locknlock,28.61,53.28,142.38,5
Nestle Coffee Standard,Nestle,Groceries,nestle-seller-033,33.32,7.45,192,6396.84,3.91,188,2026-03-01,Malaysia,Lazada,nestle coffee standard,nestle,15.995000000000001,21.35,29.77,10
Philips LED Bulb,Philips,Home & Living,philips-seller-023,101.79,22.25,64,6514.71,4.57,412,2026-03-01,Philippines,Shopee,philips led bulb,philips,27.830000000000002,49.81,111.39,11
Oishi Green Tea Pro,Oishi,Groceries,oishi-seller-013,31.02,8.58,214,6639.34,4.46,265,2026-03-01,Malaysia,Shopee,oishi green tea pro,oishi,11.1625,18.03,24.435,14
Logitech Webcam Plus,Logitech,Accessories,logitech-seller-030,69.52,15.39,98,6813.07,5.0,41,2026-03-01,Thailand,Shopee,logitech webcam plus,logitech,28.575,50.675,67.18249999999999,18
Philips Desk Fan Mini,Philips,Home & Living,philips-seller-021,130.26,12.05,52,6773.65,4.64,140,2026-03-01,Indonesia,Lazada,philips desk fan mini,philips,89.89,106.76,129.64,17
Nestle Coffee Plus,Nestle,Groceries,nestle-seller-029,7.44,19.89,439,3265.75,4.97,3319,2026-03-01,Philippines,Lazada,nestle coffee plus,nestle,7.0,7.98,23.59,13
